n_mol,T_celsius,V_L
7.507170003431679,57.406382514996444,4.006575955171673
0.7914896073820521,85.93890756806114,4.286016452802231
9.098716596102088,12.863119750938,1.3271203483759408
1.3841557278158978,39.93787101028001,2.6972274443239677
5.622183787309057,12.224354963250505,1.8055980055254834
8.116443482840216,46.79875740567494,4.23175283793444
0.07426378544613033,55.15927259824055,4.727728592306713
5.821754591458701,20.609572744527416,3.8710302491182302
3.7898584969891767,66.83839472594599,1.117278891575085
6.359003593513561,3.2197934937924,3.979122620567064
4.729130022384551,12.17543554730537,3.170543703154024
0.667744432250047,65.33648713530407,4.984345309471301
7.693973370739623,57.377411365882445,1.4105410368431834
6.998340747729147,66.11678673279312,1.1963885224911053
7.922993018445906,51.87165908905052,2.7034707767996764
7.881871736014655,41.156922320883716,2.924105102020614
1.8162884267382462,32.131889950642865,4.3821319862502754
1.8690374892671535,41.72910609033441,4.956138029581197
2.3659981170551934,91.68323329388289,4.673589871222532
0.9129634220320182,46.365272488551604,3.0088653412911484
3.1366895005212747,4.733953723773698,1.9667425489815913
0.9552964155536092,23.824990571241177,4.231164345160624
8.949782878860116,4.32228920796468,2.207787345050876
9.805821985942876,53.95048225537353,3.505237446839425
0.055454084069045395,48.49094434425593,4.953314138489549
3.7518552748279808,9.703815863886122,2.8476350462737936
9.630044659922582,34.18306135650164,4.195690932860053
7.988463312130619,20.824829673893664,2.773470807204847
7.156012751543049,41.051978541392785,1.7640278214816845
9.674943068064184,65.07503664762933,4.461839406091597
0.2524235779964368,26.690581479113472,3.0082844013069714
0.6744863513005173,99.30332610947917,1.9458495847921156
3.7429218234544805,21.401191490834627,1.4217834644218033
2.3247978560423577,30.06101355032047,3.5377690715977566
2.812347814529085,36.22767609765762,1.0237713748941193
3.6571912592736453,53.38859816982946,1.6480633482021236
5.97433108360375,29.315246862717935,3.5282019792069117
0.26196605250843774,88.7593460467775,1.0644745216934957
1.2695803103596137,77.71624615706023,1.1835809288086825
7.1099869359551,97.10461405101289,4.486731732569229
7.101616513206985,95.85097430216668,2.7192533515463277
8.728789143218073,35.59576679736146,4.7190546116153875
1.487776562421036,94.00290149282735,4.330864789132851
8.46054838196464,12.392300992394434,3.385947593366948
0.1639248087593137,72.11843660506068,1.0309500565036158
0.8482227744523363,22.54984104500236,4.500498135492899
3.6357631798761334,53.99599352125585,3.2724128552759137
2.2546336030595993,57.21467679844612,3.643807180118413
2.9824539331732947,41.862685898002596,2.81235569818452
9.323506615420815,58.74937474795024,4.793009486472565
5.560347537651468,50.056142084910114,1.0141288438649934
4.808890438749621,92.74549985626518,1.7934627561068766
0.5209113438949886,40.67788934738685,2.489585922376448
8.571530578712437,2.661111555995954,4.68059691903602
6.809029989949565,90.42259940642177,3.430116283282555
8.119533124361244,33.55438735392862,2.398264912110239
3.8987423032829236,75.47970815727832,2.477164697714591
2.4221980649226724,93.76683567905958,4.632044334652161
3.4879731608699105,63.46380702580473,2.095368846612303
2.061151287135691,33.63395289967944,2.308399570462005
8.822761011966163,82.23038147237254,3.8384929142363915
9.59345225258897,42.254335310805814,1.980132154222705
1.1739843719148924,30.105335820119983,1.5810549358818151
0.9218609736837002,60.293219670692324,2.4567497990257876
5.645703425961436,19.13357207205566,3.7076234386110425
2.155054472756598,27.802359374403608,3.9670416885795072
5.597378956447119,33.483641286701925,3.1719551301807742
6.939847028582426,91.2132121477629,3.3228528535778157
2.326863788928809,74.66976307764965,4.1110760702188305
2.00401314962654,82.0574219677886,2.859739418891306
7.797666620889451,23.74782199882659,2.3303210788707056
9.536971192916528,65.7815073149805,4.091511322006167
6.883743432206291,20.430411784843272,2.8827549937861705
8.089638727117851,67.50351269093719,1.0241115426131917
0.8740774265282281,34.67947202135594,4.777462158474361
4.911904809745835,27.017626743033375,2.4416948778148395
2.106526275540632,42.12000571700126,1.8721417581978983
8.457525073029277,45.62705990415628,2.119208073743081
9.328916481414817,31.435135362919674,4.638858648173352
0.43418090970277046,70.71150602676761,2.9355561561385053
4.442210613279802,3.632334435198159,1.1627327619655246
3.3275361706194095,94.71195399074332,3.4706399084587645
3.688748416809269,61.197703905490556,1.82452614514091
1.650664428280374,36.18172655313584,4.453413406161727
5.094017273502239,29.690151605685557,4.801006500276603
8.159660896670598,32.29739428024262,4.88839298091197
9.873510978303909,40.866013374577804,3.623692411553899
4.05653198451228,25.73481057405711,1.330610703999473
2.63610346117832,27.147985350974523,2.594556318732558
1.8488603102530865,95.38184033144765,1.4115195415246302
6.252085331388015,44.169738804622064,2.694072195906372
3.719917829242795,86.83147101724458,2.121907922587239
0.20576157393623284,91.80970159591067,4.457921110294421
2.769017900460029,52.34875483250184,1.4363527890572683
0.9342706876107576,83.7466108433709,2.641062870276932
6.617165402023071,94.32005584771528,1.9805223662458489
0.131598312908614,2.414840578377242,3.8375427696126883
9.245518847934783,46.7330273012871,2.500436592390075
5.428604246774043,85.89168375814408,3.608615495171766
2.3297989668210626,77.45802045205737,1.53845398934588
1.6555997072871287,61.26822828089896,1.9551336245705246
7.047785475555306,34.951852739195665,2.1096958400295414
9.989184059727975,4.061612455845953,3.5832900867324486
0.38699585012244353,76.02102579190041,1.9203598299931635
0.8983186707236401,64.84497119090477,3.9304048691717135
6.780953149188439,5.190094713420724,2.1772277822166246
4.51088346219875,28.710328972549647,4.242053825081483
1.3111510515269686,61.217936169059186,4.952859774509815
9.025565385988688,22.21570624850986,1.0003275504546707
9.805973420619889,88.27129846973776,4.67788986531045
4.155035508376334,74.4615462156731,1.8513259942765963
3.923040710839275,85.15480513871752,1.510448896872083
8.93865367873639,49.65079723751131,2.7043826214902977
3.056463880931184,91.68487852727762,3.0704938430451563
8.040263683334777,85.76517872810324,4.689529418366147
3.033807340330762,33.98108540443447,3.3802955053904595
4.413241354594711,93.2842532619742,2.5902562065339456
4.777780483752103,61.71860885532679,2.61895794389499
9.924784359251065,9.88512845589864,1.8824132712288093
3.226551311236502,14.772284363962019,2.1368769381262216
7.792452928594803,52.28920008852178,1.13581454451288
9.826225851871888,61.600647756664685,1.2357579144120838
6.611687717969805,37.836937069523394,1.542693188500289
5.636645928991928,72.70799505033303,3.684506417880487
2.4751315350035643,52.486622145290774,3.150653776283477
7.168033641320369,35.9867348941067,4.190930380763756
6.279218488955999,3.833160701853866,3.1859160866763396
8.6191209543177,56.75741625552813,1.7033130618227803
5.10376370347584,75.69458365293012,1.440420785781602
8.170990787402383,16.748164116306107,3.136305968864258
3.857434824367175,24.862376751135574,3.589730052034929
0.3739210877243937,76.0045806743645,3.1077625549374837
8.757712105438529,52.07183199213499,1.1401326741361926
1.4360096888214202,79.56045886408273,2.9679041954317924
4.418792714658586,31.843478137749347,2.1381967930685217
9.65886312489754,43.29693307834276,4.536012130700067
6.481631232057743,85.84276462736598,4.409798179095951
9.563120277897015,69.79422362030941,4.221587741577465
7.331278954025815,60.522683594578055,3.869416535566927
7.157504114248328,4.090779303629766,3.06444334212601
7.926513607264746,24.2962186510004,2.860591945896054
4.349857109603951,40.278716928424394,1.4873581110696459
5.257115412701479,44.62483652703315,3.6535710291105628
5.494130587824516,2.7542929652153214,1.1276719504230055
